Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,env_0min vs. env_5min log2 fold change,env_0min vs. env_5min q-value,env_0min vs. env_5min significant,wt_0min vs. wt_5min log2 fold change,wt_0min vs. wt_5min q-value,wt_0min vs. wt_5min significant,wt_0min vs. wt_60min log2 fold change,wt_0min vs. wt_60min q-value,wt_0min vs. wt_60min significant,genome_0min vs. genome_60min log2 fold change,genome_0min vs. genome_60min q-value,genome_0min vs. genome_60min significant,wt_5min vs. env_5min log2 fold change,wt_5min vs. env_5min q-value,wt_5min vs. env_5min significant,wt_60min vs. genome_60min log2 fold change,wt_60min vs. genome_60min q-value,wt_60min vs. genome_60min significant,wt_0min vs. env_0min log2 fold change,wt_0min vs. env_0min q-value,wt_0min vs. env_0min significant,wt_0min vs. genome_0min log2 fold change,wt_0min vs. genome_0min q-value,wt_0min vs. genome_0min significant
PG258018,K4DI81,tr|K4DI81|K4DI81_HUMAN Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens GN=UBE2C PE=1 SV=1,K4DI81,0.08601798950413728,0.744217699501036,False,1.3167587138625776,0.0025115082427455,True,0.7913691816456012,0.0696757034833203,True,-0.32444286124260385,0.179266676246413,False,0.19121856869364476,0.998455589782439,False,-0.23606431709377154,0.526666500763883,False,1.4219592930520852,0.0367629572624228,True,0.8797477257944336,0.025494564270117,True
PG255627,P63220|Q8WVC2,sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1,P63220,-0.027770787857859396,0.725352091588261,False,0.028786779706737573,0.50471610864252,False,0.008661070619823583,0.669119859726086,False,-0.18178808765819673,0.212531536202174,False,-0.14734255355284517,0.998455589782439,False,-0.23908909693026878,0.524330914422182,False,-0.09078498598824801,0.607969711498946,False,-0.04863993865224848,0.302455950028473,False
PG246736,Q9UL33|Q9UL33-2|A0A0B4J286|A0A0B4J294|H3BP13,tr|H3BP13|H3BP13_HUMAN Trafficking protein particle complex subunit 2-like protein OS=Homo sapiens GN=TRAPPC2L PE=1 SV=1,H3BP13,-0.0009120208546239234,0.768127898907742,False,-0.14143187784508587,0.162405761103266,False,-0.14143685977409973,0.502337520200285,False,0.08310859210210997,0.468276383093485,False,0.03164331715479774,0.998455589782439,False,0.022821756467914723,0.712985312204866,False,-0.10887653983566448,0.598504442702154,False,-0.20172369540829505,0.194146520812161,False
PG256392,Q13043,sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens GN=STK4 PE=1 SV=2,Q13043,-0.05964725909936599,0.667484107539761,False,-0.10659465131853264,0.269289007534827,False,-0.06560226917075397,0.449621484078386,False,-0.1028354167251696,0.361633534375771,False,-0.029439136219615622,0.998455589782439,False,-0.05910572418761534,0.597475350243348,False,-0.07638652843878234,0.642626418976832,False,-0.021872576633199674,0.35846926287755,False
PG244605,Q92882,sp|Q92882|OSTF1_HUMAN Osteoclast-stimulating factor 1 OS=Homo sapiens GN=OSTF1 PE=1 SV=2,Q92882,0.010901226541231024,0.748410333611559,False,-0.030934959924804287,0.44083591184638,False,-0.02687104538207655,0.592338902004667,False,-0.06518653557757038,0.390156840611077,False,0.03195535912608323,0.998455589782439,False,0.003250137616374648,0.727449624425995,False,-0.009880827339952138,0.799499874183502,False,0.04156562781186859,0.288571075239454,False
PG254711,Q9H814,sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens GN=PHAX PE=1 SV=1,Q9H814,-0.030308026671971206,0.714476463601247,False,0.0026210956432480615,0.53243092805029,False,-0.03138979941218264,0.608341322267425,False,0.030204109416293336,0.558467958085764,False,-0.07588668468815594,0.998455589782439,False,0.029187794310834583,0.687616136350207,False,-0.04295756237293684,0.722719706304996,False,-0.03240611451764151,0.354430945055107,False
PG247911,P11171|P11171-2,sp|P11171|41_HUMAN Protein 4.1 OS=Homo sapiens GN=EPB41 PE=1 SV=4,P11171,-0.05636623780812179,0.688614662483082,False,-0.06522375682749355,0.341649261522357,False,0.07056483397298804,0.42118512028049,False,-0.15279571268725284,0.201279500373598,False,-0.05620883704915737,0.998455589782439,False,-0.12358283885158591,0.526666500763883,False,-0.06506635606852924,0.691039874298799,False,0.09977770780865505,0.139181250989741,False
PG252908,Q5T3I0|Q5T3I0-3,sp|Q5T3I0-3|GPTC4_HUMAN Isoform 3 of G patch domain-containing protein 4 OS=Homo sapiens GN=GPATCH4,Q5T3I0-3,-0.19275509441215025,0.408370046937499,False,-0.01801231362544264,0.492325488577884,False,0.3028500705517448,0.127052100487242,False,-0.039329295522094763,0.5415539874972,False,-0.1525497417272363,0.998455589782439,False,0.03717845555830948,0.663451121530483,False,0.02219303905947133,0.764799663992301,False,0.37935782163214876,0.0505145619521049,False
PG255800,Q8NBI5|Q8NBI5-2|E9PS74,sp|Q8NBI5-2|S43A3_HUMAN Isoform 2 of Solute carrier family 43 member 3 OS=Homo sapiens GN=SLC43A3,Q8NBI5-2,-0.03274906200422242,0.743204779531831,False,0.49040015554803035,0.0262365017454462,False,-0.13991046118773043,0.348544961296961,False,0.29207111348333836,0.0978825052863531,False,0.19865352640328135,0.998455589782439,False,0.08765316374420737,0.564802093088522,False,0.7218027439555338,0.145606576085433,False,-0.3443284109268614,0.0446024925465457,False
PG248447,O60678|O60678-2|A0A0A0MSN7,sp|O60678|ANM3_HUMAN Protein arginine N-methyltransferase 3 OS=Homo sapiens GN=PRMT3 PE=1 SV=3,O60678,-0.07335589875897966,0.658008836692631,False,-0.08929172597896179,0.316177238394321,False,-0.03145219339838494,0.580160109013961,False,-0.07295426715197995,0.359720982676158,False,-0.06491270041778244,0.998455589782439,False,-0.061771781917824495,0.599924442833941,False,-0.08084852763776454,0.665414738800606,False,-0.02026970816422947,0.346462575306179,False
PG247427,O60701|O60701-2,sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,O60701,0.018035168584718056,0.735565450654195,False,0.12176705063847452,0.205070261804529,False,0.07990238857686073,0.460745148506363,False,-0.041547686668744276,0.469990653875805,False,-0.13596661288764317,0.998455589782439,False,-0.1885004664918797,0.524330914422182,False,-0.03223473083388652,0.741464749248851,False,-0.06705039124627468,0.226418646661286,False
PG250001,Q8NDD1|Q8NDD1-2,sp|Q8NDD1|CA131_HUMAN Uncharacterized protein C1orf131 OS=Homo sapiens GN=C1orf131 PE=1 SV=3,Q8NDD1,-0.0027898835940295044,0.756371826577835,False,0.04325910668005137,0.521621410407638,False,0.10318705245317328,0.585750918696943,False,0.010644734587568703,0.595646326055099,False,0.09396903468547511,0.998455589782439,False,0.2573274177073798,0.537205389759335,False,0.14001802495955612,0.682534923278451,False,0.3498697355729844,0.0505145619521049,False
PG252858,P60983|G3V4P8,tr|G3V4P8|G3V4P8_HUMAN Glia maturation factor beta (Fragment) OS=Homo sapiens GN=GMFB PE=1 SV=1,G3V4P8,0.013115774842695863,0.747639307603248,False,-0.08988109313960206,0.263600907734174,False,-0.10141791236490261,0.387871148062378,False,0.15766214380857746,0.254258076936907,False,-0.017157623531764275,0.998455589782439,False,0.00524097202791806,0.725052328701004,False,-0.12015449151406217,0.615297331380561,False,-0.2538390841455621,0.0682015912612386,False
PG250474,P09669,sp|P09669|COX6C_HUMAN Cytochrome c oxidase subunit 6C OS=Homo sapiens GN=COX6C PE=1 SV=2,P09669,-0.03585386699021489,0.726223910164665,False,-0.037130779593497955,0.428013221522464,False,-0.012618765083853562,0.646942958412406,False,-0.029198047520912776,0.552658620305061,False,-0.0007132564269055093,0.999220576730913,False,-0.0571105780318007,0.607857162203114,False,-0.0019901690301885547,0.816876734419098,False,-0.040531295594741626,0.317424631518107,False
PG255139,Q99570,sp|Q99570|PI3R4_HUMAN Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3,Q99570,-0.001641987929065518,0.767100737741184,False,-0.027281517562544676,0.462239924677629,False,-0.07969684143421371,0.412289617440644,False,-0.05314027851301168,0.445636181444381,False,0.022295160845107236,0.998455589782439,False,-0.02050019436007722,0.696159794505037,False,-0.0033443687883719744,0.81666910928466,False,-0.047056757281279414,0.267790874124284,False
PG251594,Q96BY6-3,sp|Q96BY6-3|DOC10_HUMAN Isoform 3 of Dedicator of cytokinesis protein 10 OS=Homo sapiens GN=DOCK10,Q96BY6-3,-0.030019199623533138,0.725634771181476,False,0.03724732052045083,0.459684284802767,False,0.07810234278172198,0.393185555806642,False,-0.092550130674179,0.280681800208374,False,0.028053356224122153,0.998455589782439,False,0.005689473663402939,0.719758300657127,False,0.09531987636810647,0.649454339636698,False,0.17634194711930376,0.0653397404199784,False
PG254121,Q92542|Q92542-2,sp|Q92542|NICA_HUMAN Nicastrin OS=Homo sapiens GN=NCSTN PE=1 SV=2,Q92542,-0.1242240957978108,0.534223350313527,False,-0.11265696742707644,0.211757804919136,False,-0.18706988315729545,0.187454460968751,False,-0.09345011032452129,0.316388194765213,False,0.007027332278444913,0.999220576730913,False,-0.05697758597365377,0.613560342085652,False,0.018594460649179207,0.777373951005548,False,-0.15059735880642786,0.0813436737086454,False
PG252308,P23142,sp|P23142|FBLN1_HUMAN Fibulin-1 OS=Homo sapiens GN=FBLN1 PE=1 SV=4,P23142,1.9816547341995598,0.0004117863185951,True,2.023583063396266,0.0041593552723644,True,1.9861085217426013,0.0010477898681148,True,1.8718896386644863,0.0166279485268082,True,0.041058484935532276,0.998455589782439,False,0.017026292974989417,0.709092397402472,False,0.08298681413223814,0.680065040924579,False,0.1312451760531044,0.250267443646635,False
PG253143,P09488,sp|P09488|GSTM1_HUMAN Glutathione S-transferase Mu 1 OS=Homo sapiens GN=GSTM1 PE=1 SV=3,P09488,-0.1983646492653558,0.483329216377281,False,-0.2146280463640198,0.116785880913523,False,-0.2614962842978299,0.152656903257175,False,-0.2557271860351385,0.122603527783291,False,0.010194947162992555,0.998455589782439,False,-0.18424740056130945,0.524330914422182,False,-0.006068449935671544,0.810183172618704,False,-0.19001649882400087,0.0584094223640479,False
PG254045,Q9UL63,sp|Q9UL63|MKLN1_HUMAN Muskelin OS=Homo sapiens GN=MKLN1 PE=1 SV=2,Q9UL63,-0.08656311587943687,0.631934373630812,False,0.015118456874981269,0.504513810444232,False,0.30872894347025837,0.0839244737373904,False,0.027120041757585638,0.537151973269941,False,-0.15177623874349405,0.998455589782439,False,-0.18782345199701683,0.524330914422182,False,-0.05009466598907613,0.69790412783247,False,0.09378544971565593,0.145797272070856,False
PG254634,O60925,sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens GN=PFDN1 PE=1 SV=2,O60925,-0.07002464499482969,0.679848007024595,False,-0.013226969717532334,0.515672651662782,False,-0.24546602245105703,0.144620559823645,False,-0.051605336993471154,0.464740657179434,False,-0.0985528539788409,0.998455589782439,False,0.20227950492389163,0.524330914422182,False,-0.04175517870154354,0.751196642268573,False,0.00841881946630567,0.38873264225365,False
PG252559,Q96CP2|I3L1Y9,tr|I3L1Y9|I3L1Y9_HUMAN FLYWCH family member 2 OS=Homo sapiens GN=FLYWCH2 PE=1 SV=1,I3L1Y9,-0.11229113559981353,0.590225314335048,False,0.08637032414761542,0.452780069191287,False,-0.17066319878670266,0.241448272901028,False,-0.12518897160783868,0.343507656293537,False,-0.3126784137912728,0.998455589782439,False,-0.12430822847979421,0.524330914422182,False,-0.1140169540438437,0.598504442702154,False,-0.16978245565865824,0.139563583818239,False
PG256995,Q9UHR6,sp|Q9UHR6|ZNHI2_HUMAN Zinc finger HIT domain-containing protein 2 OS=Homo sapiens GN=ZNHIT2 PE=1 SV=1,Q9UHR6,-0.08245967768192619,0.636167536800506,False,-0.002755032915673845,0.53243092805029,False,-0.08799945105101362,0.461696183531027,False,0.019721681780326582,0.537737228829618,False,-0.07535616624951434,0.998455589782439,False,0.054265282657439996,0.636611928466968,False,0.0043484785167379235,0.816828353796143,False,-0.05345585017390038,0.255786700254899,False
PG247381,O95551|O95551-2,sp|O95551-2|TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2 OS=Homo sapiens GN=TDP2,O95551-2,-0.15466536506151354,0.50883279155579,False,-0.0866311777773353,0.270081987833138,False,0.015152767151557332,0.646218364256037,False,0.10901577649177734,0.303224147656895,False,-0.17835590881023566,0.998455589782439,False,0.08531462651520173,0.570382871936212,False,-0.11032172152605721,0.592268802563672,False,-0.008548382825018281,0.389052326725906,False
PG246003,Q9H9C1|G3V4K3,tr|G3V4K3|G3V4K3_HUMAN Spermatogenesis-defective protein 39 homolog OS=Homo sapiens GN=VIPAS39 PE=1 SV=1,G3V4K3,-0.09195774711760628,0.67971681047799,False,-0.12918084972539765,0.190451209934691,False,-0.013899930355690327,0.642682236877188,False,-0.059837199775142236,0.407249455501504,False,0.08193623113762166,0.998455589782439,False,0.004500664815485206,0.722494357462434,False,0.04471312852983046,0.758982914169818,False,0.05043793423493686,0.27101012214967,False
PG255061,O75915,sp|O75915|PRAF3_HUMAN PRA1 family protein 3 OS=Homo sapiens GN=ARL6IP5 PE=1 SV=1,O75915,0.06561144612338528,0.671406503803896,False,-0.12925292808308234,0.316177238394321,False,0.01774973635046142,0.654169521607614,False,-0.026592787497231884,0.517486960095052,False,0.19815367629420502,0.998455589782439,False,-0.02584079935180397,0.706905024101106,False,0.003289302087737395,0.817845033230647,False,0.018501724495889355,0.371298676114934,False
PG243853,Q8WU39,sp|Q8WU39|MZB1_HUMAN Marginal zone B- and B1-cell-specific protein OS=Homo sapiens GN=MZB1 PE=1 SV=1,Q8WU39,-0.17175692709245108,0.447855752612083,False,-0.19888183302575585,0.196987390488737,False,-0.14249729205430994,0.280943952935414,False,-0.051971623025477795,0.409027589525902,False,-0.08952854996391407,0.998455589782439,False,-0.18401837440238294,0.524330914422182,False,-0.11665345589721887,0.605219678850796,False,-0.2745440434312151,0.0429195225579568,False
PG243442,P16150,sp|P16150|LEUK_HUMAN Leukosialin OS=Homo sapiens GN=SPN PE=1 SV=1,P16150,-0.07461182905528564,0.667484107539761,False,0.021275023278646714,0.471416839029196,False,-0.04187292212501241,0.533064996283761,False,0.13771914170692204,0.203256494276332,False,-0.16630493689062245,0.998455589782439,False,0.09878775668380001,0.543904660827071,False,-0.07041808455669027,0.667564037564307,False,-0.08080430714813457,0.163522203320774,False
PG245176,Q8NBN7,sp|Q8NBN7|RDH13_HUMAN Retinol dehydrogenase 13 OS=Homo sapiens GN=RDH13 PE=1 SV=2,Q8NBN7,-0.047777658149185005,0.694920310210599,False,-0.03699053711301325,0.424045458793079,False,-0.4754388452423846,0.139677301868355,False,-0.4268998751180982,0.12703046977728,False,-0.06593457751297427,0.998455589782439,False,-0.27781672393484375,0.524330914422182,False,-0.05514745647680252,0.683211171606029,False,-0.32635569405913006,0.0900890261777247,False
PG243604,Q15014,sp|Q15014|MO4L2_HUMAN Mortality factor 4-like protein 2 OS=Homo sapiens GN=MORF4L2 PE=1 SV=1,Q15014,0.15569391646300001,0.592371437163449,False,0.04846990538030957,0.516443626128262,False,-0.1009627632647362,0.426292523740965,False,0.021315084030310044,0.567007250213873,False,0.013941595515795432,0.998455589782439,False,0.18124651261637065,0.524330914422182,False,-0.0932824155668948,0.646857926626363,False,0.05896866532132468,0.2970937214601,False
PG245211,Q92600,sp|Q92600|RCD1_HUMAN Cell differentiation protein RCD1 homolog OS=Homo sapiens GN=RQCD1 PE=1 SV=1,Q92600,0.08284261550836947,0.670686617372824,False,-0.3253288814977407,0.0830002471815597,False,-0.13180831611784627,0.321788536619949,False,0.1632057954869199,0.166185810205772,False,0.20929021563815045,0.998455589782439,False,0.13226708387426922,0.531778048320098,False,-0.19888128136795952,0.566597642067805,False,-0.16274702773049696,0.0698844056057001,False
PG254638,A6NDG6,sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens GN=PGP PE=1 SV=1,A6NDG6,0.1048845021075363,0.596827797285637,False,0.012966421454398556,0.502455867773187,False,-0.02922565182522782,0.596657640021033,False,-0.011703420065821311,0.594451599616278,False,0.02675107339847601,0.998455589782439,False,-0.011874760319856844,0.709935412818787,False,-0.06516700725466178,0.6725255749366,False,-0.02939699207926323,0.339651411886324,False
PG247919,Q9NRG9,sp|Q9NRG9|AAAS_HUMAN Aladin OS=Homo sapiens GN=AAAS PE=1 SV=1,Q9NRG9,-0.11824539415528137,0.560914329815564,False,-0.13687041875404282,0.15951674125456,False,-0.0654360883707021,0.445209507794917,False,-0.0606367056224497,0.384906174561042,False,-0.080480679687546,0.998455589782439,False,-0.07234299695575112,0.572000338343512,False,-0.09910570428630755,0.598504442702154,False,-0.07714237970400342,0.18464301770063,False
PG254750,Q7RTV0,sp|Q7RTV0|PHF5A_HUMAN PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1,Q7RTV0,0.10314597621304633,0.631934373630812,False,-0.0638341374819402,0.34000811182988,False,-0.2635766014138947,0.217566091317788,False,0.2100709398852172,0.139381726347539,False,-0.023340587239881513,0.998455589782439,False,0.07417123825823899,0.619822256877972,False,-0.19032070093486791,0.485606492921903,False,-0.39947630304087295,0.0301630481459725,False
PG250353,Q9Y375,sp|Q9Y375|CIA30_HUMAN Complex I intermediate-associated protein 30; mitochondrial OS=Homo sapiens GN=NDUFAF1 PE=1 SV=2,Q9Y375,-0.1444487225698767,0.496591085828982,False,-0.33435724470241607,0.0478841886970114,False,-0.26655323271936093,0.193849411463301,False,-0.23358689967630814,0.13031718276806,False,0.011268114471159591,0.998455589782439,False,-0.1895792564011868,0.524330914422182,False,-0.1786404076613798,0.412794420964484,False,-0.2225455894442394,0.0488251387886238,False
PG256363,O75391|I3L0X5,sp|O75391|SPAG7_HUMAN Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2,O75391,-0.05337921574210116,0.671406503803896,False,0.1059059465163212,0.277088698436531,False,0.3459190303284644,0.0843446096823988,False,0.30534423626420515,0.101517223388073,False,-0.16531841765850916,0.998455589782439,False,0.1161066639914971,0.535066950624773,False,-0.006033255400086974,0.81557605004244,False,0.1566814580557564,0.0713617512695158,False
PG244208,Q8TD19,sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2,Q8TD19,0.009699980638975028,0.751299920189064,False,0.032974691272134524,0.426209391748183,False,-0.03601095712382852,0.561456553493102,False,-0.05598323643172912,0.39488399008422,False,-0.062103041048771,0.998455589782439,False,-0.07883304754390451,0.565444221112798,False,-0.03882833041561163,0.729804491191741,False,-0.05886076823600398,0.22103532808627,False
PG244011,P22392-2|Q32Q12,tr|Q32Q12|Q32Q12_HUMAN Nucleoside diphosphate kinase OS=Homo sapiens GN=NME1-NME2 PE=1 SV=1,Q32Q12,0.03217367554444421,0.711816718081987,False,0.17039885066059582,0.237057005071905,False,0.3440254854992614,0.232660179779773,False,-0.06870090375485445,0.388058029311089,False,0.09821397663181845,0.998455589782439,False,0.012447512303712778,0.709935412818787,False,0.23643915174796998,0.350293013980877,False,0.4251739015578288,0.0242819320019735,False
PG247178,P14373,sp|P14373|TRI27_HUMAN Zinc finger protein RFP OS=Homo sapiens GN=TRIM27 PE=1 SV=1,P14373,0.051265218300212016,0.683838074883005,False,-0.06601857468489665,0.383289473451233,False,0.033691380797012754,0.588646448266986,False,0.09883827039367915,0.301334258754445,False,-0.003480193830576313,0.999220576730913,False,-0.04800320794509799,0.625736288855104,False,-0.120763986815685,0.612532009641747,False,-0.11315009754176449,0.179039759467497,False
PG246161,Q5VSL9|Q5VSL9-2,sp|Q5VSL9|STRP1_HUMAN Striatin-interacting protein 1 OS=Homo sapiens GN=STRIP1 PE=1 SV=1,Q5VSL9,-0.02144602837377572,0.732256984361584,False,0.01700603820752817,0.495776585916012,False,0.07283125070142832,0.519047157040733,False,-0.13519644954897517,0.253571262839751,False,-0.04928720166477393,0.998455589782439,False,-0.06865215113025153,0.629570714487505,False,-0.010835135083470117,0.798406646911149,False,0.13937554912015207,0.122169851729458,False
PG254099,P17568,sp|P17568|NDUB7_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens GN=NDUFB7 PE=1 SV=4,P17568,-0.0402486722767747,0.722946260878619,False,-0.11911371352979966,0.21441298977101,False,0.1025040926048842,0.348577158632639,False,-0.10994331723224954,0.236540123355963,False,0.020399062496818814,0.998455589782439,False,-0.10397311626650539,0.535066950624773,False,-0.05846597875620612,0.70268724110146,False,0.1084742935706283,0.128125750915579,False
PG250673,P21964|P21964-2,sp|P21964|COMT_HUMAN Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2,P21964,0.06552164144959113,0.656661430807333,False,0.26259339664180165,0.0961201140383216,False,0.13980817462309653,0.290375479588982,False,0.11911295908932282,0.218249552930036,False,-0.023154356286899918,0.998455589782439,False,0.043158325624553066,0.639124018212025,False,0.17391739890531088,0.454741692046723,False,0.06385354115832659,0.220811106526525,False
PG251240,O60645|O60645-2|O60645-3,sp|O60645|EXOC3_HUMAN Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2,O60645,0.03342842933229904,0.714476463601247,False,-0.11781736888652003,0.233958288845112,False,0.020941063735026827,0.615638223642366,False,0.2627073107547231,0.301148081101385,False,0.1042387680191531,0.998455589782439,False,0.29266061871669274,0.524330914422182,False,-0.047007030199665956,0.707638276950521,False,0.05089437169699626,0.266188653234757,False
PG243381,Q8TBB5,sp|Q8TBB5|KLDC4_HUMAN Kelch domain-containing protein 4 OS=Homo sapiens GN=KLHDC4 PE=1 SV=1,Q8TBB5,0.03412039401110088,0.714403295524233,False,0.2882538470594238,0.0740787975138678,False,0.011493966426967796,0.647659942497895,False,-0.21438390376482988,0.200554541690609,False,-0.07275921711020492,0.998455589782439,False,-0.22709287449711107,0.524330914422182,False,0.18137423593811816,0.489452687126787,False,-0.0012150043053134,0.408391865710739,False
PG256357,Q9UH65|E7EMB1,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens GN=SWAP70 PE=1 SV=1,Q9UH65,0.1674339087489884,0.435170825956931,False,0.05855425243715583,0.399825282775476,False,0.22012468408612565,0.156091422412383,False,-0.1310692700126009,0.290764962005958,False,0.009481085061717881,0.998455589782439,False,0.1725190838857355,0.524330914422182,False,-0.09939857125011466,0.603136834820443,False,0.5237130379844623,0.0257393166748834,False
PG245069,Q96PU8|Q96PU8-6|Q96PU8-8|Q96PU8-9,sp|Q96PU8|QKI_HUMAN Protein quaking OS=Homo sapiens GN=QKI PE=1 SV=1,Q96PU8,-0.07840486601713954,0.670686617372824,False,-0.039071737898996886,0.43860162739048,False,-0.04794840296812355,0.556523358173523,False,-0.015551240475376614,0.581980717921711,False,-0.12374182345736705,0.998455589782439,False,-0.002646863131133719,0.732965400688801,False,-0.08440869533922439,0.668328710093622,False,-0.035044025623880724,0.3237067233378,False
PG248290,Q01432|Q01432-4|Q01432-5,sp|Q01432-4|AMPD3_HUMAN Isoform 2 of AMP deaminase 3 OS=Homo sapiens GN=AMPD3,Q01432-4,0.027529073839954198,0.725555760968819,False,0.11203790142137954,0.281781400460036,False,-0.05553494446905111,0.532929528411341,False,-0.11758715330775138,0.433875687617727,False,-0.05826058300012431,0.998455589782439,False,-0.04366451837483452,0.687616136350207,False,0.026248244581300817,0.758982914169818,False,0.01838769046386574,0.356987133621211,False
PG255267,Q9BT73,sp|Q9BT73|PSMG3_HUMAN Proteasome assembly chaperone 3 OS=Homo sapiens GN=PSMG3 PE=1 SV=1,Q9BT73,-0.02179544940661438,0.733325261723264,False,-0.12566378468510914,0.192162625484788,False,-0.061821845739069084,0.514519103065649,False,-0.14343127795898628,0.203734620191692,False,0.015021076805675227,0.998455589782439,False,-0.015589061065592663,0.711085105399521,False,-0.08884725847281977,0.627098345178508,False,0.0660203711543246,0.211947645463748,False
PG247726,O75351,sp|O75351|VPS4B_HUMAN Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2,O75351,0.04735183317065846,0.736585975966866,False,0.3501883038276862,0.107774547583577,False,0.3194991330626867,0.104316031816491,False,0.05986007681524219,0.37863354944388,False,0.19906376723727728,0.998455589782439,False,0.002631566743157986,0.728205056271565,False,0.5019002378943046,0.277437243226823,False,0.2622706229906027,0.0505145619521049,False
PG248933,P13637|P13637-2|P13637-3|A0A0A0MT26,tr|A0A0A0MT26|A0A0A0MT26_HUMAN Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens GN=ATP1A3 PE=1 SV=1,A0A0A0MT26,-0.09700622917941155,0.603496583094071,False,-0.09164913929716856,0.237384798337962,False,-0.2598947266566968,0.12944421933594,False,0.029299423109571156,0.542935770626329,False,-0.11250409554292921,0.998455589782439,False,0.17652137983962704,0.524330914422182,False,-0.10714700566068625,0.583295260299181,False,-0.11267276992664087,0.147101645666863,False
PG252554,Q14331,sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1,Q14331,0.06263625404262195,0.683838074883005,False,-0.054247715992532544,0.367854721561254,False,-0.125061291801603,0.395338844152903,False,0.0709332488020914,0.376747201264511,False,0.029112698395938833,0.998455589782439,False,0.15516273396213412,0.543330324705534,False,-0.08777127163921558,0.667564037564307,False,-0.04083180664156024,0.28406689637964,False
PG253391,P43362,sp|P43362|MAGA9_HUMAN Melanoma-associated antigen 9 OS=Homo sapiens GN=MAGEA9 PE=1 SV=1,P43362,-0.05637621059242965,0.668236040164615,False,-0.12497842051309223,0.201910288496161,False,-0.2128275662889923,0.159623367697235,False,-0.14175110204777108,0.285873475427125,False,0.04027493991428842,0.998455589782439,False,-0.055265092274055905,0.607165376198294,False,-0.02832727000637422,0.749334666404816,False,-0.12634155651527726,0.15382488489946,False
PG250879,Q9NX08,sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens GN=COMMD8 PE=1 SV=1,Q9NX08,-0.1399567813530776,0.551589160112381,False,0.06304475942029608,0.351942620466917,False,-0.19501924412601285,0.335384427892302,False,0.027847118339039332,0.536372020721022,False,-0.1144042062326719,0.998455589782439,False,0.029497385829293774,0.679352906217645,False,0.08859733454070177,0.621984636141905,False,-0.19336897663575833,0.1612764946049,False
PG255967,Q9H4L4,sp|Q9H4L4|SENP3_HUMAN Sentrin-specific protease 3 OS=Homo sapiens GN=SENP3 PE=1 SV=2,Q9H4L4,0.07372763045234745,0.635665730727103,False,-0.04548579652262723,0.388808386764004,False,-0.07377259841376094,0.434157864001131,False,0.04856622054118724,0.437580433219526,False,0.0998382228146006,0.998455589782439,False,0.07769222879697851,0.570944926603279,False,-0.019375204160374124,0.774571855840448,False,-0.04464659015796966,0.282639789515147,False
PG252334,Q7L8L6,sp|Q7L8L6|FAKD5_HUMAN FAST kinase domain-containing protein 5; mitochondrial OS=Homo sapiens GN=FASTKD5 PE=1 SV=1,Q7L8L6,-0.06220435434276781,0.671569694907379,False,-0.09601715163280349,0.307119428139969,False,-0.08699227957108889,0.394615807860343,False,-0.13869357320357167,0.255055692921602,False,0.05302209399023224,0.998455589782439,False,-0.0895677652448961,0.573176807399026,False,0.019209296700196568,0.788174271429521,False,-0.03786647161241329,0.292587440500149,False
PG244986,Q9BRP8|Q9BRP8-2,sp|Q9BRP8|PYM1_HUMAN Partner of Y14 and mago OS=Homo sapiens GN=PYM1 PE=1 SV=1,Q9BRP8,0.06728115297445623,0.671406503803896,False,0.13197485947972817,0.204330508548846,False,0.07832460517872245,0.523797396593316,False,0.03784389622494484,0.457212201016213,False,-0.062481720940568065,0.998455589782439,False,0.014421598721651968,0.706905024101106,False,0.0022119855647037712,0.819305476925619,False,0.054902307675429494,0.235447426918363,False
